id,target,split
qmof-2c4c625,0.690248,train
qmof-083e336,2.479841,train
qmof-ffcb23f,3.129156,train
qmof-caa7611,1.622433,train
qmof-2827567,2.8976679999999995,train
qmof-0b5d3a8,3.191987,train
qmof-a8a3590,1.4937600000000002,train
qmof-617f5a1,4.396062000000001,train
qmof-510e27f,1.1839039999999998,val
qmof-c221ada,1.514137,train
qmof-920a29d,1.951123,train
qmof-981de6a,2.463225,train
qmof-14906a2,0.3096809999999999,val
qmof-fae4d70,3.055432,train
qmof-215f36e,2.722294,train
qmof-fe6e0c3,1.964349,train
qmof-02875e0,3.057369,train
qmof-5d4c61c,2.898197,train
qmof-d20be6a,2.509576,train
qmof-3895a30,2.181635,train
qmof-11ffb01,3.303401,train
qmof-f0ff70c,1.73036,train
qmof-c4088f1,3.279712,train
qmof-a02cfee,1.817038,train
qmof-0523aea,2.869237,train
qmof-67792ac,2.693912,test
qmof-e4c240e,0.952918,test
qmof-8242b5b,1.338898,val
qmof-945b6a5,2.088416,train
qmof-dd6d46d,2.694566,train
qmof-767b522,3.937626,train
qmof-d53eb5d,2.5053210000000004,train
qmof-20a983a,2.25788,train
qmof-af8d1a9,3.320825,train
qmof-dc6f906,0.858206,train
qmof-47c58b4,0.346777,train
qmof-a4b3531,3.138692,train
qmof-fe1b0fe,1.4735360000000002,test
qmof-7a9d846,0.737234,train
qmof-1ab1346,3.262978,train
qmof-87aed19,0.582711,test
qmof-4a07d68,0.544656,train
qmof-f125ded,0.38654,train
qmof-353020b,2.402629,train
qmof-5c8a431,2.829227,train
qmof-7de4c1e,0.8338869999999998,val
qmof-a996d0c,0.977995,train
qmof-43f2897,0.878273,train
qmof-3d811dc,0.939361,train
qmof-b1f19f1,0.6953309999999999,train
qmof-ace4b80,3.152966,test
qmof-2ff8597,0.261547,train
qmof-af3f09a,2.75799,train
qmof-2725b3d,3.6032,train
qmof-549b538,2.17503,train
qmof-7b525e0,6.27072,test
qmof-e139c58,3.110681,train
qmof-a47217e,0.994872,train
qmof-f0ed3d6,2.96379,train
qmof-a23970b,0.931266,train
qmof-9ef6119,1.3268049999999998,train
qmof-5ba77d8,2.230984,val
qmof-6f4079e,2.25684,train
qmof-0e5bc0c,2.169461,val
qmof-80a17db,2.166208,train
qmof-d5f9805,2.087453,train
qmof-7e5ffee,1.055351,train
qmof-cfe7d74,2.467967,train
qmof-13c6706,2.383119,test
qmof-b1b8601,3.167186,train
qmof-235245e,3.362668,train
qmof-15fdf79,0.902646,train
qmof-bc0c3a3,3.494257,train
qmof-274cdaa,3.099716,train
qmof-0fef828,0.626987,train
qmof-bf585e3,2.559753,train
qmof-076f453,4.439321,train
qmof-8d81886,3.865698,train
qmof-46ab5ba,0.909242,train
qmof-633eaa8,2.218054,train
qmof-68a8225,1.9600390000000003,train
qmof-8514929,0.571008,test
qmof-e6770f4,0.931068,train
qmof-f8ea459,0.7780020000000001,train
qmof-835ab05,0.927242,train
qmof-cd1b08b,0.8568250000000001,train
qmof-84604c2,2.564523,train
qmof-5ce2533,1.804526,train
qmof-535c7b9,1.969529,train
qmof-4d0c1e9,1.873008,train
qmof-a92c5f8,0.64602,train
qmof-5b4883b,1.806562,val
qmof-64401e3,2.771209,val
qmof-1955717,3.058514,train
qmof-29ebc7c,1.417019,train
qmof-7c33b5f,0.962434,test
qmof-3cd1264,3.472757,train
qmof-8c6a88a,2.407947,val
qmof-011c3e3,0.924644,train
qmof-af95382,1.976437,test
qmof-0fcda30,0.3218480000000001,train
qmof-cc5ae49,3.51647,test
qmof-4e32c46,1.483387,train
qmof-a4114e9,0.7607969999999997,train
qmof-0514159,0.691926,test
qmof-e268c52,1.0681619999999998,train
qmof-3404b3b,0.7615619999999999,train
qmof-015ccbf,0.852243,train
qmof-5ecb223,2.448918,train
qmof-9556813,2.473546,test
qmof-067c272,1.3166729999999998,train
qmof-591b39d,1.4134320000000002,train
qmof-eaa4006,1.3214169999999998,train
qmof-3ad55a3,4.491905,train
qmof-0ae491a,0.753368,train
qmof-9c38e24,2.026474,train
qmof-39f92ad,2.024563,train
qmof-bb971ba,2.634873,test
qmof-c8c6644,0.2731060000000003,train
qmof-9f865ef,0.2877679999999998,train
qmof-de2c05f,1.950869,test
qmof-a621406,2.7890390000000003,train
qmof-fc1e938,2.205721,val
qmof-73bb58e,2.219506,train
qmof-99810c8,1.086571,val
qmof-d933760,0.5956710000000001,train
qmof-1629dda,2.087634,test
qmof-3905c3b,2.132072,train
qmof-45a18aa,0.702448,train
qmof-5ab2ae6,1.632723,train
qmof-ae5b951,1.259777,train
qmof-d206dbf,0.6149519999999999,train
qmof-17096b3,1.2363239999999998,train
qmof-fc22622,2.653046,train
qmof-7051972,1.1957749999999998,train
qmof-d5f5593,2.836343,train
qmof-6cd3373,1.586008,train
qmof-078ee16,2.068254,train
qmof-08cf08d,1.614734,train
qmof-0b31a84,2.603461,train
qmof-04e078a,0.604695,train
qmof-14291f8,1.108353,train
qmof-ac235bb,2.708531,train
qmof-a7e7244,1.281274,val
qmof-61450a6,4.568868,train
qmof-36654ac,1.748021,train
qmof-340d0d4,3.160405,train
qmof-f21d339,0.983441,train
qmof-02d6206,1.0182760000000002,train
qmof-ccbc5fe,1.008684,train
qmof-5ffeace,1.509815,train
qmof-b92e7e5,1.199383,train
qmof-261de76,3.068455,train
qmof-3511041,1.567416,train
qmof-b607432,3.649013,train
qmof-f48e20f,3.966746,train
qmof-3417f6c,2.89352,test
qmof-fbd27bc,2.90167,train
qmof-cf9c61e,0.7698000000000003,train
qmof-a0d5dc0,1.689382,test
qmof-cd0f2d8,0.980385,train
qmof-c9af32c,3.498829,train
qmof-6d8b4ff,0.451521,train
qmof-c8f59a6,0.7839830000000001,val
qmof-27a5321,2.873352,train
qmof-9085ada,1.407503,train
qmof-64d0752,1.422447,train
qmof-36c5033,0.7412260000000002,test
qmof-6aa6e0d,2.363988,train
qmof-d58bd98,2.967434,train
qmof-6b0ca56,0.4323770000000002,val
qmof-808b97f,0.90577,train
qmof-6276b6d,1.621781,train
qmof-ec16514,2.894047,train
qmof-bab2a52,2.359326,train
qmof-9941a66,2.127421,val
qmof-eccfaa9,2.456364,train
qmof-c1f4bcc,0.139127,val
qmof-97454bc,2.238913,train
qmof-14733c4,1.192723,train
qmof-4c0ef7e,4.681673,test
qmof-68afeea,2.4204090000000003,train
qmof-ca905a4,0.7237169999999999,train
qmof-551cacc,1.450842,train
qmof-b2a0a76,2.2876220000000003,val
qmof-e8f57aa,0.883787,train
qmof-f941a8e,2.307954,train
qmof-f6519c0,0.6843060000000001,train
qmof-d2f7e58,2.692017,train
qmof-e34c562,2.42287,train
qmof-4f3510c,2.41378,train
qmof-1081e63,2.804919,train
qmof-8491c7f,2.657698,train
qmof-63e0e58,1.894874,train
qmof-fabe969,0.6494089999999999,test
qmof-569fecc,0.996556,train
qmof-e5a036c,0.74979,test
qmof-3d489e4,0.903344,train
qmof-ca516ce,3.1178350000000004,train
qmof-af6bd63,2.053604,val
qmof-d587b67,0.8799239999999999,train
qmof-bf74329,2.395622,train
qmof-9179878,2.496941,test
qmof-5a49de7,2.39771,train
qmof-e5198b3,0.926001,train
qmof-58e98df,0.25698,train
qmof-21b3989,2.786384,train
qmof-90c2d5e,0.3746799999999999,train
qmof-02c7dcc,0.724865,train
qmof-7c3e0e2,3.341241,train
qmof-9b31c46,2.159689,train
qmof-7ab1fd8,3.118393,train
qmof-1f83181,3.212022,train
qmof-a684504,3.050736,train
qmof-e8bc912,0.1451949999999999,train
qmof-a4bb04b,1.609087,train
qmof-9f220e6,2.0862190000000003,train
qmof-53ec30e,3.602508,train
qmof-ef56436,2.909248,train
qmof-de45389,2.119981,val
qmof-f5a3f7c,3.205129,train
qmof-87d4896,1.189837,train
qmof-2d84c77,0.1045789999999999,train
qmof-197ad3f,0.1534439999999999,train
qmof-175a5d9,1.357554,val
qmof-d5c113e,1.254916,val
qmof-ab57480,1.817037,train
qmof-1e9a2c5,1.814573,train
qmof-5a0d893,2.334932,test
qmof-edc5795,3.037742,test
qmof-24f41f3,3.067563,train
qmof-cfb5a35,2.93564,train
qmof-71cb066,3.004143,train
qmof-510d507,3.158547,test
qmof-a645700,2.993069,train
qmof-287570d,1.700783,train
qmof-46fc54f,3.039783,train
qmof-08f5e1e,2.229272,train
qmof-c794b37,2.976108,train
qmof-22767fa,0.4539839999999999,test
qmof-2b58edc,0.170871,train
qmof-2c03c26,3.333656,train
qmof-52fcaf2,3.240625,train
qmof-efc1075,3.635078,train
qmof-f70c543,1.56265,train
qmof-1638d69,2.06643,train
qmof-45f099f,3.117764,train
qmof-37fbf4b,2.363642,train
qmof-2b96960,2.31659,train
qmof-b46c893,0.499876,train
qmof-1b95eaa,0.437818,test
qmof-d0d4f76,0.0887279999999997,test
qmof-f25b28d,2.58336,train
qmof-1f8643a,2.6155310000000003,train
qmof-0f0c1d0,5.184208999999999,test
qmof-e17b289,3.262099,train
qmof-79d8511,3.2887820000000003,val
qmof-7fc2a3c,3.918942,test
qmof-dbfac13,3.28427,train
qmof-f63bc3c,0.2073439999999999,train
qmof-77e8a1f,0.9183310000000002,test
qmof-31e37cb,4.739243,train
qmof-66db564,1.344688,train
qmof-d6b4919,1.38241,train
qmof-cd4a060,4.041666,train
qmof-2f1a847,1.256501,train
qmof-1a947f4,2.511526,train
qmof-119dee0,0.1337829999999997,test
qmof-0ada7fa,1.343101,train
qmof-9b0bbdf,1.068584,train
qmof-5a8d3cc,0.972261,train
qmof-ae1b6bd,4.19365,train
qmof-1a60fe1,2.432054,train
qmof-6c87d0c,1.724581,test
qmof-cad88a0,2.353488,val
qmof-99811c4,4.916690999999999,train
qmof-c213e54,4.395721,train
qmof-c0f6f4f,3.390267,train
qmof-1eebafa,1.166875,train
qmof-6bca9b9,1.531637,train
qmof-ed13cd9,2.794261,train
qmof-4ca6257,1.970778,test
qmof-dc490ca,3.280751,train
qmof-0685926,3.188993,train
qmof-a4a4999,3.1839690000000003,train
qmof-8f34360,3.186783,train
qmof-b71f6b7,2.908272,train
qmof-2e8aceb,3.275236,train
qmof-02b8805,1.896873,train
qmof-1ffb434,3.427452,train
qmof-ec57339,3.325772,train
qmof-248b9a0,0.8489159999999999,train
qmof-7375a78,0.940774,train
qmof-938e4e7,0.914627,train
qmof-311d91b,4.521304,val
qmof-1339fce,4.158928,train
qmof-101b616,1.920913,train
qmof-e6b4f28,2.085413,train
qmof-deab150,2.398196,train
qmof-92c3fea,2.35392,train
qmof-041a99d,2.82967,train
qmof-5ba9b76,3.002882,train
qmof-9bfb63d,2.077334,train
qmof-21c86a2,1.824725,test
qmof-3caf24b,2.280683,train
qmof-8f4644b,0.4863609999999999,val
qmof-22d1c6f,2.435789,train
qmof-e74dbd8,2.515946,train
qmof-fc8dd71,4.466255,val
qmof-d79b3e3,0.553628,train
qmof-c97f3de,0.7018300000000002,train
qmof-15486a3,1.335477,train
qmof-5c0f1a7,2.983165,train
qmof-ae979f1,1.158143,train
qmof-5f9a1bc,1.271876,train
qmof-c62f819,2.136927,val
qmof-4f49da6,0.937132,train
qmof-531ae10,2.578929,test
qmof-eb15a37,2.487376,test
qmof-58098d3,2.807887,train
qmof-d4ea77a,3.086519,train
qmof-7be2f7c,4.475125,val
qmof-11b275c,0.2457869999999999,test
qmof-2b2bdaa,2.473276,train
qmof-bdd607c,3.054931,train
qmof-08c7677,2.9224750000000004,train
qmof-5b8501f,2.35648,train
qmof-6840970,3.312776,train
qmof-015ea49,2.510795,train
qmof-e063fd7,0.675694,train
qmof-0ca8e5c,2.298802,train
qmof-630e8b0,1.955112,train
qmof-aa83c13,3.848024000000001,train
qmof-cbc2d33,2.09131,train
qmof-614141f,3.426744,train
qmof-7166b5b,3.297652,train
qmof-1135fc0,3.3686350000000003,train
qmof-cee6232,4.793529,train
qmof-186fc57,3.302316,test
qmof-bf12e76,0.2428940000000001,train
qmof-5df73e3,0.286041,train
qmof-5fa4c3a,0.4771849999999999,train
qmof-327b773,2.714255,test
qmof-e65a1c5,2.603026,train
qmof-f4c64c4,3.282336,train
qmof-c654764,2.512492,train
qmof-3b44779,1.804668,train
qmof-173a8d7,3.195471,train
qmof-b03edbf,3.267851,train
qmof-f19872f,1.837541,train
qmof-be4f504,0.862842,train
qmof-b6f0cb7,1.797393,train
qmof-16cda91,0.399198,train
qmof-151eb43,3.020595,val
qmof-71e5f47,4.403593,train
qmof-c483cae,1.54746,val
qmof-65f7424,2.859328,train
qmof-bfac7fa,3.184141,train
qmof-cbe57c8,2.478683,train
qmof-c3317f7,2.612781,test
qmof-918cd0a,3.091319,train
qmof-10ff507,0.193346,train
qmof-1e80f26,2.468681,train
qmof-167de99,0.289636,train
qmof-8874408,4.639158999999999,train
qmof-5efd25c,0.8593749999999999,train
qmof-b5fd9c2,2.279111,train
qmof-44db121,2.971014,train
qmof-fdced2d,0.266189,train
qmof-1405b67,0.7670870000000001,train
qmof-a93a8a2,2.3805,train
qmof-f85eead,2.93361,train
qmof-42b8b59,1.267925,train
qmof-6226ce6,0.8049119999999998,train
qmof-ab2c780,1.286154,test
qmof-483be7f,0.8580639999999999,test
qmof-2b65e1f,4.479583,val
qmof-dbe97aa,4.4969920000000005,train
qmof-f8fdd94,0.359662,train
qmof-82c907a,2.283175,train
qmof-56f3712,0.6296709999999996,train
qmof-195ef6a,0.6691299999999998,train
qmof-03faa10,0.7532749999999999,train
qmof-dfb5bc0,2.455705,val
qmof-2a1c512,2.568611,val
qmof-8f79859,2.4810790000000003,train
qmof-800addb,1.831571,train
qmof-e6afac4,1.937765,train
qmof-0954b37,2.060027,train
qmof-ea8d537,2.447149,train
qmof-2c0c22d,2.062522,train
qmof-836779c,2.032214,train
qmof-3fbb501,2.045551,train
qmof-ed94e56,0.9181880000000002,train
qmof-6fd4328,3.348428,train
qmof-b5fe3cc,2.724659,train
qmof-93977b0,1.018215,val
qmof-57cfbd2,0.8515580000000001,train
qmof-6949036,0.4241270000000003,train
qmof-f61cb8f,1.3762469999999998,train
qmof-b7abf3d,2.362547,train
qmof-7972915,0.528883,test
qmof-9d6b8f5,3.022715,train
qmof-3e88a85,2.487427,train
qmof-4605ac8,2.582472,train
qmof-8e7c7a1,1.868715,test
qmof-dcd8104,3.272061,train
qmof-dd2be73,2.118884,train
qmof-f6b0222,0.440007,train
qmof-108b337,1.168459,train
qmof-9dce9f9,1.068596,train
qmof-9fc2616,3.205554,train
qmof-29090e7,1.0549340000000005,train
qmof-8ecb2ff,2.06632,val
qmof-7e45b51,2.136405,train
qmof-74d3352,1.669171,train
qmof-1726767,2.064003,train
qmof-4483808,2.177555,train
qmof-5b9bf09,2.178857,train
qmof-a01a4d4,0.5275749999999999,train
qmof-65a318d,2.388849,train
qmof-99ec9c2,2.1401,train
qmof-c808f5c,1.6170130000000005,train
qmof-18b9578,0.857642,train
qmof-ddd0056,3.821653,train
qmof-58707d8,2.73372,train
qmof-eac3337,2.988443,train
qmof-ea9c8c9,3.615872,test
qmof-b8d60be,3.558647,val
qmof-842f424,1.335551,train
qmof-35562f1,0.945762,train
qmof-a8bee64,4.252841,train
qmof-cd491a0,2.74433,val
qmof-3c60a84,3.068682,train
qmof-c5c4f84,0.429185,train
qmof-1b50519,2.410409,train
qmof-c4350d4,2.946632,val
qmof-726afcd,2.037686,train
qmof-53516e2,0.989574,train
qmof-066cd86,2.859313,train
qmof-8bdb6a2,2.8465350000000003,train
qmof-c68ff44,0.4574789999999999,train
qmof-fa83326,4.550709,train
qmof-f66f1d9,3.42783,train
qmof-e79aee6,0.0218009999999999,train
qmof-6ba5b5d,3.225184,train
qmof-14b170b,1.144802,train
qmof-b6f3020,0.7151089999999999,train
qmof-4fd2377,1.824482,train
qmof-5dfdc69,1.2395520000000002,train
qmof-4cb438f,2.886212,train
qmof-1e5e473,1.982559,train
qmof-5d56423,2.901514,train
qmof-d7aae20,2.05933,val
qmof-8b31c3e,2.45083,train
qmof-d6eb27e,0.614823,train
qmof-3035579,0.791247,train
qmof-15c6dbd,0.875668,train
qmof-ee435a5,0.0245999999999999,val
qmof-6bda2bd,0.0392049999999999,val
qmof-329a219,0.871564,train
qmof-4efa4ac,0.781979,train
qmof-c28cb69,0.7930080000000002,train
qmof-f5e3e49,2.587988,train
qmof-113f870,3.312012,train
qmof-baa9e72,5.799119,train
qmof-3347fec,3.193107,train
qmof-ecfd269,1.7361,train
qmof-6a96bb3,1.709261,test
qmof-a4a2556,4.12526,train
qmof-0d66641,2.769314,val
qmof-a9805bf,0.4944699999999999,train
qmof-266afab,4.641952,train
qmof-73aa17b,0.9409870000000002,train
qmof-e0fabe9,1.403718,train
qmof-a8ed505,2.028989,train
qmof-7415286,1.7751009999999998,train
qmof-52917da,2.160804,test
qmof-8cdbc5f,1.351266,train
qmof-0246e2a,3.881597,train
qmof-1c6182a,4.413781,test
qmof-f9d2ea9,2.868866,train
qmof-40981b9,3.1966329999999994,train
qmof-0d463af,1.211695,train
qmof-0c7f9b0,2.663828,val
qmof-bb66e0f,2.576898,test
qmof-c8323eb,1.3033400000000002,test
qmof-0234a03,3.497799,train
qmof-e329fe5,0.5186739999999999,val
qmof-763d52f,2.301581,train
qmof-aada0e2,3.28893,train
qmof-f9117e4,1.791761,train
qmof-9c7b613,3.191242,train
qmof-5e08493,2.542127,test
qmof-87101b9,1.576691,test
qmof-c4c5c23,0.920335,train
qmof-9f4492d,2.543675,train
qmof-2bc26d1,0.129823,train
qmof-72ca0f5,2.024927,val
qmof-9074759,5.420265,train
qmof-29e0c99,1.741777,train
qmof-75c9ad5,1.707388,train
qmof-c85fd52,2.588499,train
qmof-4f006f9,0.675722,train
qmof-f956001,4.418463,test
qmof-15d5ccb,0.7093480000000003,train
qmof-5e3058c,2.870464,train
qmof-85f74c8,2.221632,train
qmof-b874271,1.03323,train
qmof-b21c6f8,1.882969,test
qmof-2da2c80,2.507445,train
qmof-bad3ee2,0.354777,train
qmof-1bb977e,3.1640360000000003,train
qmof-6e32feb,3.4592850000000004,train
qmof-e0e1070,0.2941479999999999,train
qmof-f007d80,2.5445330000000004,train
qmof-3e982c9,1.959461,train
qmof-f80de30,1.704842,train
qmof-a144bb5,0.621662,train
qmof-607455c,1.5551240000000002,train
qmof-71d4b85,5.123561,train
qmof-005d71c,1.369826,train
qmof-3abcd4a,3.202097,val
qmof-e555160,2.688952,val
qmof-2753192,1.987848,train
qmof-a833468,0.714223,train
qmof-cfc442e,0.926937,train
qmof-704a813,3.540225,train
qmof-51c3a9d,2.762071,val
qmof-c40f4c4,2.830501,train
qmof-f681f30,2.925696,train
qmof-1f03fdd,1.6920159999999995,val
qmof-d33c8e0,1.763526,val
qmof-ed9d2e0,0.7937589999999999,train
qmof-61a8e50,0.7649339999999998,train
qmof-2dc3acb,1.168474,train
qmof-52b9076,0.869599,train
qmof-7b4940d,3.125257,test
qmof-bfa6f76,3.1957560000000003,val
qmof-10d25fb,2.38141,train
qmof-1ed0a7d,2.89452,train
qmof-e8a62f9,3.011281,val
qmof-d5825a6,3.294501,train
qmof-c767d72,2.602186,train
qmof-b0e6373,2.17428,train
qmof-d84e3da,0.5202339999999999,train
qmof-94e2360,1.200397,train
qmof-7bf003d,1.816819,train
qmof-bbd536a,2.935114,train
qmof-e2faba1,0.468676,train
qmof-192c920,3.274648,train
qmof-9e9c33f,1.739677,train
qmof-ba3d0ce,3.029715,train
qmof-a5caf55,0.9956660000000002,val
qmof-ba65430,0.349804,train
qmof-b5a7a2e,3.234573,train
qmof-1ecf38b,3.401493,train
qmof-53816c0,0.2096799999999996,val
qmof-95ef7fc,0.900423,train
qmof-fb361ae,0.69041,train
qmof-5d28c85,0.7218,train
qmof-d55dcc4,0.746264,train
qmof-a4214c3,0.9034359999999996,train
qmof-dd89c20,4.412058,train
qmof-56775e8,1.987175,train
qmof-bc391bc,2.306922,train
qmof-83c480c,1.1631739999999997,train
qmof-37badae,1.91687,train
qmof-3d077ff,3.207606,train
qmof-2011f40,0.864917,train
qmof-cd1f5fd,2.115212,train
qmof-28d6481,1.718594,train
qmof-af4297c,0.666456,train
qmof-ed45178,4.632161,val
qmof-e0ed021,0.882579,test
qmof-c7e5f8e,0.761629,train
qmof-ce3c507,0.6720189999999999,train
qmof-5037476,3.22505,train
qmof-2db923e,0.8318930000000001,val
qmof-7a6145a,3.021719,train
qmof-c915515,2.387417,train
qmof-8be3f19,1.3421850000000002,train
qmof-2b1aba1,1.2730320000000002,train
qmof-a4541ac,1.2360679999999995,val
qmof-c8854ce,2.065648,train
qmof-c178c2f,2.862451,train
qmof-4d25d4f,2.623824,val
qmof-3922013,3.6012180000000003,train
qmof-b1e53d1,3.586429,train
qmof-892e427,3.034928,train
qmof-862da56,2.928394,test
qmof-ad6a8cd,2.957628,train
qmof-7983067,2.964207,train
qmof-b2d2517,3.799979,train
qmof-753447a,2.645354,train
qmof-7d2acb9,1.979552,train
qmof-e992e64,2.075235,train
qmof-ba37365,2.223961,train
qmof-1329145,1.7929589999999995,test
qmof-5024817,2.085083,train
qmof-0af2d05,2.1855800000000003,train
qmof-1fc6244,2.029565,train
qmof-bd9a33a,1.2805709999999997,train
qmof-64dd8fc,1.967825,test
qmof-20b6e60,4.287013,train
qmof-3e925fc,0.2877080000000001,train
qmof-ac78c2d,3.394053,train
qmof-8dd5b92,1.931362,train
qmof-19fe011,2.7374370000000003,train
qmof-803cdbb,4.165669,train
qmof-b4fc207,4.001152,train
qmof-444e62d,3.384754,train
qmof-985a6f6,2.957798,train
qmof-45804f7,3.866596,train
qmof-7e2c431,4.117569,test
qmof-03c87d7,2.801299,train
qmof-c207cf7,0.443284,train
qmof-46b501d,0.873334,train
qmof-1fbe13e,1.471001,train
qmof-c25aa0c,0.823977,train
qmof-cf5df73,2.797306,test
qmof-0ebbd43,3.643716,train
qmof-f8f63d1,2.264413,val
qmof-6971f07,3.350518,train
qmof-a918c8a,1.316141,train
qmof-7015fdd,1.326039,test
qmof-e0cb981,1.317868,train
qmof-ac2c305,2.257543,test
qmof-23d282f,2.0264930000000003,train
qmof-0d028a0,4.5478,test
qmof-c5d3f8d,0.655169,train
qmof-bc9ad02,3.497431,train
qmof-4a0043c,0.1111649999999999,train
qmof-71d9329,0.618928,train
qmof-815b847,3.5447550000000003,train
qmof-86fb2f3,3.618846,train
qmof-04e5d62,0.040629,train
qmof-9b36cf2,3.306617,train
qmof-d7b29f8,0.1484849999999999,train
qmof-839a2a7,2.979627,train
qmof-1dda4b8,3.005868,train
qmof-9b07265,0.6888249999999999,train
qmof-cf063a9,3.013148,train
qmof-7b6134f,3.328328,train
qmof-5fd0b66,4.816059,train
qmof-918b373,4.283993,test
qmof-42bd54c,3.95561,val
qmof-9769ca0,4.551797,train
qmof-12532fe,3.330439,train
qmof-1c5e8ac,2.795413,train
qmof-7808950,0.573194,train
qmof-c946ba5,0.987365,train
qmof-6092a23,0.6010260000000001,train
qmof-e90f532,3.676278,train
qmof-dfa9a2b,4.678629,train
qmof-6f69f19,1.3992239999999998,train
qmof-504558f,1.980333,val
qmof-bca829e,3.020716,train
qmof-3435b39,2.3718790000000003,val
qmof-08696b5,3.285138,test
qmof-fd19c90,2.835204,train
qmof-cfb8591,2.565056,train
qmof-60cc485,2.5506460000000004,train
qmof-2605824,0.2014089999999999,test
qmof-ad655ba,3.079323,test
qmof-1b24ff0,0.305987,train
qmof-beeff21,1.252253,train
qmof-7ac83bb,1.746216,train
qmof-a1fb394,0.84642,train
qmof-a61451b,1.686492,train
qmof-7fcab56,1.436625,test
qmof-449f551,3.192268,train
qmof-95853a9,0.5758539999999999,train
qmof-46a169e,1.639982,train
qmof-d5c670c,0.997999,train
qmof-a2a22e2,1.713685,train
qmof-ae652d1,2.563152,train
qmof-27db329,3.050446,test
qmof-76d822e,1.655497,test
qmof-08e91e8,3.555267,train
qmof-105dea1,2.716552,val
qmof-f543252,2.468702,train
qmof-1c6ad32,3.249048,train
qmof-52f94b5,3.272207,train
qmof-ff9ba6c,2.996356,train
qmof-3eecf64,3.153067,test
qmof-52c738e,0.5982800000000001,train
qmof-8890ff8,2.51301,train
qmof-55eb937,2.903419,train
qmof-9afa0ab,2.480618,train
qmof-2ad0ab2,2.447964,train
qmof-56adeb8,2.4533620000000003,train
qmof-694bbd9,2.4041690000000004,train
qmof-fe94e1d,2.388564,train
qmof-6519b6a,2.437175,val
qmof-9437b91,2.449436,train
qmof-734b468,2.266396,train
qmof-6822e8f,1.4415160000000002,train
qmof-834dbd5,0.970622,train
qmof-c30e806,0.2042510000000001,train
qmof-3e5a59b,3.176524,train
qmof-29b2925,2.963043,test
qmof-6c1f31f,2.997132,train
qmof-fcfab15,1.936045,val
qmof-fc5343a,1.92003,test
qmof-dc328b4,1.698287,train
qmof-ea53898,2.589027,train
qmof-759df97,2.618513,train
qmof-3096d34,2.208069,test
qmof-52b8268,2.168635,test
qmof-008e52d,4.460011,train
qmof-7e9b3eb,3.992354,train
qmof-836d3b4,2.376503,train
qmof-a6b457e,3.355533,test
qmof-7616fb2,3.489417,test
qmof-ea8c58f,3.565775,train
qmof-e6bee8a,0.4968800000000002,train
qmof-ac415a0,0.806719,train
qmof-547262c,1.071229,train
qmof-459525d,1.272878,val
qmof-849d7dc,4.0174650000000005,train
qmof-f1d2550,0.983477,train
qmof-27aa84e,0.8407800000000001,train
qmof-55ae928,0.93408,test
qmof-648d493,0.935073,train
qmof-17e43c6,0.936289,train
qmof-6c9cd43,3.040654,train
qmof-564a4e1,2.711251,test
qmof-a4260ff,3.186922,val
qmof-4648c4d,2.872866,train
qmof-8d12325,2.316331,train
qmof-3fb0086,3.027824,train
qmof-e8046f4,2.986519,train
qmof-770f91b,0.713643,train
qmof-a4b9c8c,2.778206,test
qmof-816a24e,3.243743,train
qmof-fa87b9a,1.067401,val
qmof-24e658e,3.136002,train
qmof-c14a8e9,3.040636,train
qmof-1000751,0.432644,train
qmof-d9d32cd,1.996194,train
qmof-8285c88,0.6736319999999999,train
qmof-85d5909,1.730208,train
qmof-a9f842f,2.038805,train
qmof-c0388ac,1.896031,train
qmof-a78d31b,4.559837,train
qmof-3bb24e2,0.490125,test
qmof-63717fa,2.300462,train
qmof-6071ce7,0.244412,val
qmof-44e748a,1.933971,train
qmof-a75c84c,3.1258790000000003,train
qmof-70c6069,2.284514,train
qmof-55c6596,1.23832,val
qmof-ffccb82,0.632957,train
qmof-e7a4b35,0.418935,train
qmof-b8d8d2d,4.093322,train
qmof-013ec70,3.240184,train
qmof-76fe23e,3.223803,train
qmof-26d7235,3.800702,train
qmof-8542c76,3.049481,train
qmof-8b9694c,3.021954,val
qmof-a5a3f01,2.653693,train
qmof-9dad958,1.839925,train
qmof-9ffff52,0.7690539999999999,train
qmof-58e45ba,0.583256,train
qmof-5c00a1d,3.321016,train
qmof-2b4c687,3.69912,train
qmof-e3e5ec8,3.712433,test
qmof-522f1f3,1.888254,val
qmof-b62318d,2.935092,val
qmof-361c645,1.621935,train
qmof-b750fde,3.129676,train
qmof-d377610,4.66433,train
qmof-97ced67,2.980787,train
qmof-f43bf7e,3.898701,train
qmof-b3dcc3e,2.836997,train
qmof-af94b81,1.946707,train
qmof-cd46002,3.145895,train
qmof-4788445,3.419398,train
qmof-51ef3ab,0.960244,train
qmof-8d641bc,4.667139,train
qmof-cb28ce2,3.38961,train
qmof-b847004,2.025754,train
qmof-363055b,1.898121,train
qmof-cf59d6c,4.792025,val
qmof-c288dff,2.415445,train
qmof-391a076,3.47699,train
qmof-8025257,2.9817,train
qmof-20b40dd,3.631228,train
qmof-dff257b,2.573672,val
qmof-0103b7b,2.943835,train
qmof-bc99d40,2.914559,train
qmof-07d83a4,2.9775270000000003,val
qmof-635b883,3.443661,train
qmof-73c6760,1.168558,train
qmof-0f00c40,0.7441800000000001,train
